0.62	5.7	33.1173	5.73026	0.0750707	0.0673969	
0.76	5.9	32.5945	6.13899	0.0794629	0.0677874	
0.85	0	19.4797	3.68777	0.190441	0.162747	
0.85	0	19.8727	3.77157	0.191439	0.167895	
0.3	5.6	51.6487	11.4663	0.0300074	0.0153776	
0.69	5.5	51.2222	10.5857	0.0222406	0.00973673	
0.25	6.4	111.31	17.7757	0.0561448	0.031841	
-0.04	4.8	110.704	16.7585	0.053461	0.0357286	
-0.05	3.7	60.1902	20.7145	0.220386	0.661382	
0.38	3.7	62.9278	21.6113	0.0626726	0.0919948	
0.22	3.7	121.897	26.4243	0.235233	0.238945	
0.27	3.7	127.199	30.2449	0.177285	0.153074	
0.04	0	1.15229	0.475452	0.118021	0.0571896	
0.44	0	1.13176	0.45654	0.119519	0.05805	
0.62	0.7	1.63124	0.59682	0.14258	0.0878891	
0.63	0.1	1.56375	0.562468	0.139561	0.0821276	
0.3	2.7	0.621212	0.20857	0.0611294	0.0124511	
0.3	3.7	0.612076	0.200113	0.060668	0.014333	
0.34	3.2	1.59913	0.489071	0.147524	0.0336904	
0.27	2.8	1.57303	0.417531	0.150726	0.0316492	
-0.01	2.8	0.743463	0.404641	0.14098	0.113133	
0.36	3.4	0.722755	0.39578	0.128235	0.0825462	
0.33	3.8	1.92498	0.676064	0.353874	0.183616	
0.13	4.8	2.37275	0.900097	0.605319	1.43616	
0.04	0	0.18336	0.0322272	0.00950337	0.00414286	
0.44	0	0.183998	0.0327585	0.00985326	0.00441273	
0.62	0.7	0.284298	0.0358197	0.0117218	0.00555271	
0.63	0.1	0.275855	0.0337585	0.0115075	0.00503647	
0.3	2.7	0.108651	0.00998294	0.00552637	0.000915951	
0.3	3.7	0.108202	0.0105137	0.00554707	0.000925373	
0.34	3.2	0.118747	0.0135925	0.00560885	0.000784116	
0.27	2.8	0.118402	0.01225	0.00579092	0.000923082	
-0.01	2.8	0.106465	0.0164207	0.0100239	0.00627986	
0.36	3.4	0.103319	0.0133553	0.00911743	0.00396291	
0.33	3.8	0.12341	0.0122992	0.011673	0.00561784	
0.13	4.8	0.133411	0.0149419	0.0122025	0.0141991	
0.37	7.7	59.6549	5.5752	3.53555	3.33157	
0.36	7.8	63.4957	6.72551	3.10185	2.65114	
0.49	4.4	58.6583	6.03759	3.15177	1.31361	
0.25	4.4	59.5791	8.82043	5.36361	2.92068	
0.31	7.4	121.87	8.68876	6.8128	2.94308	
0.33	7.6	120.93	8.20539	6.58898	2.91479	
0.55	6.4	134.543	7.22708	3.89928	1.91473	
0.68	6.4	134.63	7.03416	3.64295	1.06937	
0.17	7	83.2554	14.1888	6.05846	8.01623	
0.39	6	86.0891	14.7321	10.0838	9.05901	
0.06	8.2	92.6237	7.5191	7.37295	7.69659	
0.3	8.1	93.882	7.66286	4.55281	6.44098	
0.25	1.8	0.0133418	0.00164532	0.00264124	0.0068814	
0.6	2.2	0.0133253	0.00101444	0.000980916	0.000523456	
0.09	6.7	0.0556653	0.0351008	0.154693	0.0930283	
0.57	3.3	0.0163348	0.00189745	0.00223028	0.00147286	
0.04	0.8	0.0139918	0.00165422	0.00375335	0.0110906	
0.34	2.4	0.013631	0.00138004	0.00125516	0.000472235	
0.25	4.8	0.0512497	0.0356952	0.139022	0.0838118	
0.47	3.4	0.0171812	0.00253226	0.00246503	0.000844239	
0.63	3.4	0.0315594	0.00532972	0.00525093	0.00325037	
0.2	4.9	0.0912478	0.0303052	0.0555932	0.0515681	
0.4	4	0.033084	0.00794422	0.00795838	0.007519	
0.18	0.1	0.0457038	0.12515	0.0525789	0.0633705	
0.51	1.7	-6.40526e-15	2.20026e-14	2.56535	3.192	
0.64	7	-1.20889e-14	4.8514e-14	2.12136	1.13213	
0.54	0.8	-2.35594e-16	1.7509e-14	1.46187	1.78038	
0.65	7.7	2.13873e-15	4.11041e-14	2.60594	2.97644	
0.51	2.6	-5.00797e-15	1.59436e-14	1.55834	1.9941	
0.52	1.2	1.51045e-15	1.72107e-14	1.74836	2.15604	
0.39	3.7	-2.06107e-15	1.55347e-14	4.08404	3.63695	
0.31	2.8	-6.62284e-15	6.77927e-14	7.26317	8.05154	
0.23	1.6	-3.64433e-15	5.60675e-14	7.66254	6.53192	
0.75	2.8	-2.60558e-14	1.53916e-13	32.6778	14.9932	
